,Unnamed: 0,act_avg,city,zip,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,businessRepScore,tuition,engineeringRepScore,displayName,institutionalControl,institution_name,branches,region,admission_rate,ug_enrollment,percent_white,percent_black,percent_hispanic,percent_asian,percent_aian,percent_nhpi,percent_twoormore,percent_nra,percent_unknown,percent_parttime,avg_cost,instante_tuition,outstate_tuition,tuition_revenue_per,instructional_expenditure_per,avg_faculty_salary,ft_faculty_rate,avg_net_price,number_titleIV,sat_avg
10,10,30.0,Hanover,3755,50.0,23312.0,NH,11,3.5465020576131687,2.8343347639484984,52950,3.2,Dartmouth College,private,Dartmouth College,1,1,0.1045,4315.0,0.5022,0.0667,0.1006,0.1497,0.0185,0.0032,0.054,0.0864,0.0185,0.0002,69474.0,53368.0,53368.0,31475.0,29248.0,14996.0,0.8153,30421.0,444.0,1483.0
11,11,32.0,Baltimore,21218,45.0,30067.0,MD,11,3.9,2.8343347639484984,52170,3.9,Johns Hopkins University,private,Johns Hopkins University,1,2,0.1254,5663.0,0.335,0.065,0.1381,0.2587,0.0012,0.0021,0.0519,0.1014,0.0466,0.0039,67603.0,52170.0,52170.0,25523.0,81395.0,13055.0,0.962,33586.0,641.0,1524.0
12,12,32.0,Evanston,60208,43.0,31087.0,IL,11,3.5465020576131687,2.8343347639484984,52678,4.0,Northwestern University,private,Northwestern University,1,3,0.0924,8489.0,0.4698,0.0597,0.1255,0.1695,0.0008,0.0,0.0543,0.0885,0.0319,0.0379,70317.0,52678.0,52678.0,29743.0,44763.0,16645.0,0.8215,24047.0,734.0,1500.0
13,13,31.0,Providence,2912,41.0,24482.0,RI,14,3.5465020576131687,2.8343347639484984,53419,3.3,Brown University,private,Brown University,1,1,0.0849,6670.0,0.439,0.0636,0.1154,0.1477,0.0045,0.0018,0.0604,0.1126,0.055,0.0024,68106.0,53419.0,53419.0,36238.0,34733.0,15276.0,0.8963,30205.0,664.0,1494.0
14,15,32.0,Houston,77251,37.0,23996.0,TX,14,3.5465020576131687,2.8343347639484984,45608,3.7,Rice University,private,Rice University,1,6,0.1586,3970.0,0.3458,0.0683,0.1466,0.2589,0.0015,0.0015,0.0423,0.1174,0.0176,0.0171,60518.0,45608.0,45608.0,23661.0,42825.0,15481.0,0.8217,20237.0,308.0,1535.0
15,16,32.0,Nashville,37240,46.0,23323.0,TN,14,3.8,2.8343347639484984,47664,3.4,Vanderbilt University,private,Vanderbilt University,1,5,0.1085,6856.0,0.4844,0.1034,0.0963,0.1349,0.0053,0.0029,0.0515,0.0758,0.0455,0.0095,64654.0,47664.0,47664.0,24187.0,32176.0,13450.0,0.8158,19959.0,505.0,1515.0
16,17,32.0,Notre Dame,46556,47.0,29653.0,IN,18,3.5465020576131687,4.1,51505,3.3,University of Notre Dame,private,University of Notre Dame,2,3,0.1892,8527.0,0.6891,0.0386,0.1053,0.0496,0.0015,0.0006,0.0478,0.0618,0.0056,0.0021,67043.0,51505.0,51505.0,24175.0,29029.0,14001.0,0.8961,28768.0,762.0,1486.0
17,18,32.0,St. Louis,63130,41.0,29245.0,MO,18,3.5465020576131687,4.0,51533,3.3,Washington University in St. Louis,private,Washington University in St Louis,1,4,0.1596,7253.0,0.5243,0.0775,0.0864,0.1732,0.0006,0.0001,0.0478,0.0735,0.0165,0.032,69754.0,51533.0,51533.0,25799.0,118824.0,14653.0,0.6718,28540.0,619.0,1508.0
18,19,30.0,Washington,20057,34.0,29667.0,DC,20,3.5465020576131687,3.8,52300,2.806829268292683,Georgetown University,private,Georgetown University,1,2,0.1568,7128.0,0.5438,0.0644,0.1045,0.0953,0.0,0.001,0.0457,0.1258,0.0195,0.025,69313.0,52300.0,52300.0,37238.0,30793.0,15200.0,0.4835,30107.0,599.0,1451.0
19,20,30.0,Atlanta,30322,42.0,24264.0,GA,21,3.7,3.8,49392,2.806829268292683,Emory University,private,Emory University,2,5,0.2204,6776.0,0.4109,0.0816,0.094,0.1961,0.0013,0.0004,0.037,0.1615,0.0171,0.0091,65080.0,49392.0,49392.0,26725.0,47872.0,13945.0,0.7713,26760.0,550.0,1443.0
20,22,25.0,Los Angeles,90095,15.0,42896.0,CA,21,3.9,2.8343347639484984,41270,3.8,University of California--Los Angeles,public,University of California-Los Angeles,1,8,0.161,30994.0,0.2671,0.0342,0.2221,0.281,0.0018,0.0028,0.052,0.1173,0.0217,0.0176,33751.0,13261.0,41275.0,18313.0,49371.0,17908.0,0.7086,14309.0,2725.0,1387.0
21,23,30.0,Los Angeles,90089,33.0,33112.0,CA,21,3.7,4.1,54259,3.6,University of Southern California,private,University of Southern California,1,8,0.1595,18942.0,0.3971,0.0462,0.1447,0.2052,0.0014,0.0024,0.0566,0.1332,0.0133,0.0252,69547.0,54259.0,54259.0,34888.0,48382.0,14389.0,0.6048,30232.0,1126.0,1437.0
22,24,31.0,Pittsburgh,15213,40.0,33550.0,PA,25,3.8,4.2,53910,4.3,Carnegie Mellon University,private,Carnegie Mellon University,1,2,0.222,6434.0,0.2779,0.0437,0.0898,0.3087,0.0005,0.0003,0.0424,0.1826,0.0541,0.0216,67980.0,53910.0,53910.0,39806.0,32874.0,11852.0,0.9487,31102.0,695.0,1506.0
24,26,28.0,Winston-Salem,27109,30.0,24241.0,NC,27,3.5465020576131687,3.4,51400,2.806829268292683,Wake Forest University,private,Wake Forest University,1,5,0.2757,5101.0,0.6955,0.0674,0.0684,0.04,0.0014,0.0004,0.0286,0.0968,0.0014,0.0108,66440.0,51400.0,51400.0,32036.0,28205.0,11795.0,0.7714,33382.0,397.0,1240.0
25,27,29.0,Ann Arbor,48109,25.0,32856.0,MI,28,3.8,4.5,47476,4.4,University of Michigan--Ann Arbor,public,University of Michigan-Ann Arbor,1,3,0.265,29550.0,0.6051,0.0426,0.0573,0.1398,0.0015,0.0005,0.0406,0.0678,0.0448,0.0349,28652.0,14826.0,47476.0,23581.0,25620.0,11258.0,0.8275,14860.0,1606.0,1436.0
26,28,31.0,Medford,2155,34.0,27034.0,MA,29,3.5465020576131687,2.8343347639484984,54318,3.0,Tufts University,private,Tufts University,1,1,0.1491,5492.0,0.5657,0.0404,0.0679,0.1191,0.0,0.0,0.0493,0.102,0.0555,0.0055,68051.0,54318.0,54318.0,32313.0,22061.0,12131.0,0.6345,32620.0,464.0,1482.0
27,30,27.0,Chapel Hill,27599,41.0,17815.0,NC,30,4.0,4.2,34588,2.806829268292683,University of North Carolina--Chapel Hill,public,University of North Carolina at Chapel Hill,1,5,0.244,18658.0,0.6217,0.0795,0.0783,0.1068,0.0044,0.0005,0.0448,0.0269,0.037,0.0205,24872.0,9005.0,34588.0,14775.0,27735.0,12555.0,0.7726,14163.0,1572.0,1393.0
28,31,30.0,Chestnut Hill,2467,35.0,30170.0,MA,32,3.5465020576131687,3.6,53346,2.806829268292683,Boston College,private,Boston College,1,1,0.3241,9636.0,0.6107,0.0395,0.1044,0.0962,0.0002,0.0002,0.0324,0.0689,0.0474,0.0115,68039.0,53346.0,53346.0,33677.0,23796.0,14977.0,0.5929,34550.0,968.0,1434.0
29,33,29.0,Waltham,2454,47.0,29288.0,MA,34,3.9,2.9,53582,2.806829268292683,Brandeis University,private,Brandeis University,1,1,0.3422,3624.0,0.4732,0.0533,0.0742,0.1319,0.0008,0.0017,0.0306,0.21,0.0243,0.0011,68206.0,53537.0,53537.0,23516.0,19277.0,12774.0,0.6667,31308.0,421.0,1403.0
30,35,29.0,Rochester,14627,51.0,28476.0,NY,34,3.5465020576131687,2.8343347639484984,52020,2.7,University of Rochester,private,University of Rochester,1,2,0.3421,6320.0,0.4472,0.0487,0.0717,0.109,0.0011,0.0008,0.0282,0.2403,0.053,0.0147,67722.0,52020.0,52020.0,22633.0,31359.0,12675.0,0.9334,30480.0,665.0,1410.0
31,36,28.0,Boston,2215,36.0,34539.0,MA,37,3.6,3.4,52082,3.1,Boston University,private,Boston University,1,1,0.2511,16716.0,0.397,0.0408,0.1154,0.1488,0.0005,0.0012,0.038,0.2172,0.0411,0.0219,67879.0,52082.0,52082.0,31947.0,30039.0,13657.0,0.6869,37065.0,1514.0,1401.0
32,37,30.0,Cleveland,44106,48.0,35248.0,OH,37,3.5465020576131687,3.5,47500,3.3,Case Western Reserve University,private,Case Western Reserve University,1,3,0.3312,5020.0,0.4875,0.0434,0.0651,0.2062,0.0008,0.001,0.047,0.1335,0.0155,0.0108,63216.0,47500.0,47500.0,25887.0,29979.0,11400.0,0.7824,35316.0,806.0,1441.0
33,40,29.0,New Orleans,70118,31.0,35111.0,LA,40,3.5,3.2,52960,2.4,Tulane University,private,Tulane University of Louisiana,1,5,0.215,7871.0,0.6967,0.079,0.0722,0.0443,0.0023,0.0017,0.038,0.049,0.0168,0.1467,66896.0,52960.0,52960.0,27357.0,25525.0,11440.0,0.6504,34238.0,641.0,1442.0
35,42,23.02405498281787,Irvine,92697,6.0,43506.0,CA,42,4.0,3.5,43530,3.3,University of California--Irvine,public,University of California-Irvine,1,8,0.3651,29295.0,0.1396,0.0192,0.2643,0.3568,0.0005,0.003,0.0382,0.1675,0.0109,0.0154,31976.0,13738.0,41752.0,15149.0,21993.0,15096.0,0.809,13376.0,3256.0,1291.0
36,45,29.0,Bethlehem,18015,38.0,25376.0,PA,46,3.5465020576131687,2.9,50740,3.2,Lehigh University,private,Lehigh University,1,2,0.2515,5057.0,0.6377,0.0368,0.0872,0.0827,0.0016,0.0008,0.0289,0.0858,0.0386,0.0113,62921.0,50740.0,50740.0,28732.0,22598.0,13272.0,0.8442,34212.0,578.0,1382.0
37,47,24.0,Davis,95616,9.0,44075.0,CA,46,4.0,2.8343347639484984,42396,3.5,University of California--Davis,public,University of California-Davis,1,8,0.4336,30046.0,0.2516,0.0221,0.2143,0.2839,0.0018,0.0043,0.0515,0.1568,0.0137,0.026,34428.0,14419.0,42433.0,15911.0,25752.0,13940.0,0.8678,15769.0,2770.0,1286.0
40,56,25.0,West Lafayette,47907,16.0,28383.0,IN,56,3.7,3.6,28804,4.3,Purdue University--West Lafayette,public,Purdue University-Main Campus,10,3,0.5747,31887.0,0.6378,0.0297,0.05,0.0734,0.0013,0.0008,0.0286,0.1555,0.0227,0.0507,22718.0,9992.0,28794.0,16418.0,19065.0,12150.0,0.9465,13746.0,2158.0,1293.0
42,60,27.0,Provo,84602,38.0,13186.0,UT,61,3.8,3.5,5460,2.6,Brigham Young University--Provo,private,Brigham Young University,1,7,0.524,31233.0,0.8229,0.0052,0.0598,0.0189,0.0028,0.0066,0.0403,0.0318,0.0116,0.0985,17801.0,5460.0,5460.0,5836.0,14613.0,10712.0,0.72,12974.0,1179.0,1364.0
43,80,27.0,Worcester,1610,62.0,27702.0,MA,81,3.7,2.5,44400,2.806829268292683,Clark University,private,Clark University,1,1,0.5627,2205.0,0.5764,0.0381,0.0798,0.0794,0.0018,0.0,0.0231,0.1379,0.0635,0.0082,53086.0,44400.0,44400.0,18428.0,12561.0,10701.0,1.0,27004.0,316.0,1110.0
44,87,26.0,Denver,80208,40.0,31393.0,CO,87,3.7,2.9,48669,2.0,University of Denver,private,University of Denver,1,7,0.5805,5753.0,0.6869,0.0203,0.1093,0.0421,0.0021,0.0007,0.0422,0.0749,0.0214,0.0464,61824.0,48669.0,48669.0,27214.0,15302.0,10704.0,0.5815,32174.0,610.0,1294.0
45,88,26.0,Tulsa,74104,15.0,49957.0,OK,87,3.9,2.5,39502,2.2,University of Tulsa,private,University of Tulsa,1,6,0.3895,3316.0,0.5676,0.0531,0.0642,0.0522,0.0259,0.0012,0.0271,0.1924,0.0163,0.0362,56173.0,41509.0,41509.0,20400.0,15648.0,10669.0,0.773,23948.0,327.0,1335.0
46,94,24.0,St. Louis,63103,51.0,28328.0,MO,94,3.9,2.9,42166,2.2,Saint Louis University,private,Saint Louis University,1,4,0.6443,7209.0,0.6937,0.0565,0.0569,0.1033,0.0019,0.0004,0.0284,0.0506,0.0082,0.0839,55055.0,42166.0,42166.0,20686.0,19514.0,10093.0,0.6411,27341.0,888.0,1319.0
47,101,25.0,Burlington,5405,48.0,36399.0,VT,97,3.6,2.6,41356,2.3,University of Vermont,public,University of Vermont,1,1,0.672,10513.0,0.8087,0.0127,0.039,0.0283,0.0008,0.0002,0.0302,0.0555,0.0246,0.03,31606.0,17740.0,41356.0,24788.0,16555.0,9791.0,0.7961,18877.0,369.0,1280.0
53,132,23.0,Baton Rouge,70803,14.0,40711.0,LA,133,3.4,2.8,28051,2.5,Louisiana State University--Baton Rouge,public,Louisiana State University and Agricultural & Mechanical College,1,5,0.7392,23331.0,0.721,0.1187,0.0637,0.0431,0.0037,0.0013,0.0201,0.0198,0.0086,0.0592,27612.0,11374.0,28051.0,11816.0,11087.0,9922.0,0.9134,18181.0,2735.0,1226.0
54,140,23.0,Newark,7102,35.0,18674.0,NJ,140,3.5,2.4,31034,2.6,New Jersey Institute of Technology,public,New Jersey Institute of Technology,1,2,0.6139,7489.0,0.3466,0.0801,0.2131,0.2239,0.0007,0.0004,0.0328,0.047,0.0553,0.1522,29851.0,16898.0,31918.0,14541.0,13790.0,12688.0,0.5662,20011.0,597.0,1282.0
56,155,21.0,Stillwater,74078,35.27972027972028,33920.86713286713,OK,156,3.5,2.9,23776,2.6,Oklahoma State University,public,Oklahoma State University-Main Campus,1,6,0.7428,20743.0,0.6773,0.0459,0.0754,0.0179,0.0452,0.001,0.0997,0.0353,0.0023,0.125,22868.0,8738.0,23776.0,10258.0,9155.0,8930.0,0.8724,14824.0,1565.0,1206.0
59,170,21.0,Mississippi State,39762,35.27972027972028,33920.86713286713,MS,171,3.4,2.6,22358,2.4,Mississippi State University,public,Mississippi State University,1,5,0.624,17723.0,0.7209,0.1992,0.0275,0.0125,0.0047,0.0008,0.0177,0.0121,0.0045,0.0774,23483.0,8318.0,22358.0,7794.0,8159.0,8569.0,0.8638,16192.0,1394.0,1195.0
60,175,21.0,Kent,44242,35.27972027972028,33920.86713286713,OH,176,3.4,2.6,18376,2.806829268292683,Kent State University,public,Kent State University at Kent,8,3,0.8751,22403.0,0.7474,0.0878,0.0363,0.0161,0.0017,0.0005,0.0389,0.0453,0.0259,0.1552,24064.0,10012.0,18544.0,9987.0,8971.0,8972.0,0.5578,18432.0,2540.0,1142.0
61,177,22.0,Lubbock,79409,35.27972027972028,33920.86713286713,TX,176,3.5,2.8,23011,2.6,Texas Tech University,public,Texas Tech University,1,6,0.6918,30330.0,0.558,0.0605,0.2775,0.0247,0.0033,0.0011,0.0184,0.0519,0.0045,0.1005,22615.0,8860.0,18652.0,9263.0,7193.0,8928.0,0.8819,17134.0,2248.0,1176.0
63,187,20.0,Muncie,47306,35.27972027972028,33920.86713286713,IN,187,3.5,2.6,25938,2.806829268292683,Ball State University,public,Ball State University,1,3,0.6208,16277.0,0.7946,0.0843,0.0492,0.0118,0.0002,0.001,0.033,0.0145,0.0114,0.0706,23468.0,9774.0,25942.0,8484.0,10886.0,7561.0,0.7978,15187.0,2507.0,1138.0
64,188,15.0,Montclair,7043,35.27972027972028,33920.86713286713,NJ,187,3.2,2.2,20566,2.806829268292683,Montclair State University,public,Montclair State University,1,2,0.7066,16673.0,0.4146,0.1294,0.2787,0.0589,0.0008,0.0025,0.0296,0.0139,0.0716,0.1104,25517.0,12455.0,20567.0,9372.0,9764.0,9933.0,0.3533,18500.0,2212.0,1070.0
65,191,21.0,Berrien Springs,49104,35.27972027972028,33920.86713286713,MI,192,3.5,2.8343347639484984,28436,2.806829268292683,Andrews University,private,Andrews University,1,3,0.5766,1439.0,0.2669,0.1925,0.1411,0.1459,0.0028,0.0035,0.0431,0.1779,0.0264,0.0806,38316.0,28436.0,28436.0,15226.0,12945.0,4805.0,0.9504,21460.0,173.0,1203.0
67,197,18.0,Las Cruces,88003,35.27972027972028,33920.86713286713,NM,198,3.5,2.4,22701,2.3,New Mexico State University,public,New Mexico State University-Main Campus,5,6,0.6384,11173.0,0.2704,0.0278,0.5919,0.0116,0.0213,0.0014,0.0207,0.0447,0.0102,0.1353,17124.0,6461.0,21022.0,4583.0,10678.0,8503.0,0.753,8625.0,885.0,1043.0
69,201,20.0,Bowling Green,43403,35.27972027972028,33920.86713286713,OH,202,3.4,2.5,18593,2.806829268292683,Bowling Green State University,public,Bowling Green State University-Main Campus,2,3,0.732,13790.0,0.7824,0.0913,0.0419,0.0092,0.0015,0.0006,0.0333,0.0189,0.0209,0.0553,23772.0,11057.0,18593.0,9154.0,9390.0,8821.0,0.6988,19128.0,2257.0,1088.0
70,202,19.0,Fullerton,92831,35.27972027972028,33920.86713286713,CA,202,3.6,2.6,17460,2.8,California State University--Fullerton,public,California State University-Fullerton,1,8,0.4572,35045.0,0.191,0.0186,0.4334,0.2122,0.0011,0.0017,0.043,0.0619,0.037,0.1889,17529.0,6850.0,18730.0,5693.0,7101.0,9747.0,0.4799,8737.0,2716.0,1096.0
73,206,20.0,Mount Pleasant,48859,35.27972027972028,33920.86713286713,MI,207,3.4,2.3,23670,2.6,Central Michigan University,public,Central Michigan University,1,3,0.6775,17489.0,0.7772,0.0883,0.0461,0.0113,0.0079,0.0006,0.0367,0.0194,0.0125,0.1153,23328.0,12510.0,23670.0,10425.0,8551.0,9030.0,0.6977,15531.0,2795.0,1125.0
74,208,19.0,Tallahassee,32307,35.27972027972028,33920.86713286713,FL,207,3.5,2.8343347639484984,17725,2.3,Florida A&M University,public,Florida Agricultural and Mechanical University,1,5,0.4563,7552.0,0.033,0.8931,0.0267,0.004,0.0007,0.0,0.0342,0.0083,0.0,0.0927,22235.0,5785.0,17725.0,4537.0,8896.0,8077.0,0.9941,14279.0,865.0,1044.0
76,213,20.0,Missoula,59812,35.27972027972028,33920.86713286713,MT,207,3.3,2.6,24943,2.806829268292683,University of Montana,public,The University of Montana,2,7,0.9264,8958.0,0.787,0.0109,0.0471,0.0119,0.033,0.0023,0.045,0.0148,0.0478,0.1749,18490.0,7063.0,24943.0,8309.0,9899.0,7608.0,0.7253,15006.0,687.0,1165.0
78,216,21.0,Ruston,71272,35.27972027972028,33920.86713286713,LA,216,3.7,2.3,18438,2.2,Louisiana Tech University,public,Louisiana Tech University,1,5,0.6484,8067.0,0.7077,0.1294,0.0379,0.013,0.004,0.0006,0.0289,0.0193,0.0591,0.0604,19225.0,9645.0,18558.0,7570.0,5576.0,7277.0,0.8134,10774.0,1028.0,1195.0
79,217,20.0,Brookings,57007,35.27972027972028,33920.86713286713,SD,216,3.4,2.8343347639484984,11403,2.806829268292683,South Dakota State University,public,South Dakota State University,1,4,0.9137,9704.0,0.87,0.0199,0.0237,0.0092,0.0089,0.0004,0.0224,0.0434,0.0023,0.1335,22410.0,8441.0,11689.0,8479.0,8731.0,8135.0,0.8075,19415.0,801.0,1144.0
80,219,25.0,Huntsville,35899,35.27972027972028,33920.86713286713,AL,216,3.8,2.5,21480,2.4,University of Alabama--Huntsville,public,University of Alabama in Huntsville,1,5,0.8123,6917.0,0.7415,0.1073,0.0463,0.0402,0.011,0.001,0.0259,0.024,0.0029,0.1496,22108.0,10280.0,21480.0,8727.0,9748.0,9391.0,0.6457,19986.0,485.0,1322.0
81,221,20.0,Logan,84322,35.27972027972028,33920.86713286713,UT,216,3.5,2.5,20726,2.4,Utah State University,public,Utah State University,1,7,0.8908,21473.0,0.8195,0.0086,0.0594,0.0107,0.0189,0.0036,0.0227,0.0105,0.0462,0.2064,17671.0,7870.0,21520.0,6286.0,9489.0,9058.0,0.9583,13279.0,1333.0,1177.0
82,222,20.0,Ashland,44805,35.27972027972028,33920.86713286713,OH,223,3.4,2.8343347639484984,20700,2.806829268292683,Ashland University,private,Ashland University,1,3,0.7351,3660.0,0.7716,0.1331,0.0224,0.0085,0.0049,0.0019,0.0183,0.018,0.0213,0.118,32500.0,20700.0,20700.0,14350.0,8091.0,6933.0,0.372,20221.0,539.0,1121.0
84,224,16.0,Fresno,93740,35.27972027972028,33920.86713286713,CA,223,3.5,2.3,17929,2.7,California State University--Fresno,public,California State University-Fresno,1,8,0.5941,21877.0,0.1814,0.029,0.5168,0.1364,0.0038,0.0018,0.0282,0.0602,0.0423,0.1127,16205.0,6585.0,18465.0,3860.0,7031.0,9208.0,0.5268,5872.0,2349.0,1004.0
85,225,18.0,Boiling Springs,28017,35.27972027972028,33920.86713286713,NC,223,3.7,2.8343347639484984,30740,2.806829268292683,Gardner-Webb University,private,Gardner-Webb University,1,5,0.527,2210.0,0.6729,0.1407,0.038,0.0131,0.0054,0.0014,0.0136,0.0009,0.114,0.1941,42768.0,30700.0,30700.0,12981.0,8982.0,6884.0,0.9749,21154.0,332.0,1102.0
86,226,20.0,Atlanta,30302,35.27972027972028,33920.86713286713,GA,223,3.4,3.1,29432,2.806829268292683,Georgia State University,public,Georgia State University,2,5,0.6985,25031.0,0.2343,0.4204,0.1086,0.1363,0.0012,0.0006,0.0623,0.0242,0.0121,0.2117,24857.0,9112.0,23971.0,7672.0,7083.0,8775.0,0.7401,15506.0,2719.0,1128.0
87,228,19.0,Vermillion,57069,35.27972027972028,33920.86713286713,SD,223,3.0,2.4,11688,2.806829268292683,University of South Dakota,public,University of South Dakota,1,4,0.8691,6171.0,0.8378,0.031,0.0387,0.0141,0.0175,0.0006,0.0344,0.0214,0.0045,0.2092,21239.0,8772.0,12019.0,8302.0,10182.0,7763.0,0.7184,17359.0,528.0,1125.0
89,233,20.0,Boise,83725,35.27972027972028,33920.86713286713,ID,-1,3.4,2.5,22642,2.2,Boise State University,public,Boise State University,1,7,0.8399,16265.0,0.7412,0.017,0.1292,0.0215,0.0037,0.0048,0.0461,0.0229,0.0135,0.2349,18284.0,7326.0,22642.0,8148.0,7859.0,7763.0,0.5122,13796.0,942.0,1093.0
90,234,18.0,Milwaukee,53217,35.27972027972028,33920.86713286713,WI,-1,3.1,2.8343347639484984,28844,2.806829268292683,Cardinal Stritch University,private,Cardinal Stritch University,1,3,0.7835,1284.0,0.4252,0.1963,0.1729,0.028,0.007,0.0016,0.0218,0.134,0.0132,0.3037,38738.0,28844.0,28844.0,13774.0,5751.0,6018.0,0.3321,17199.0,108.0,1044.0
91,236,19.0,Cleveland,44115,35.27972027972028,33920.86713286713,OH,-1,3.3,2.2,13848,2.1,Cleveland State University,public,Cleveland State University,1,3,0.9006,11647.0,0.6399,0.162,0.0573,0.0337,0.0021,0.001,0.0363,0.0533,0.0143,0.2117,22293.0,9778.0,13829.0,10618.0,9773.0,9389.0,0.4886,16926.0,1341.0,1104.0
93,239,20.0,Boca Raton,33431,35.27972027972028,33920.86713286713,FL,-1,4.0,2.4,21595,2.806829268292683,Florida Atlantic University,public,Florida Atlantic University,1,5,0.6001,23748.0,0.409,0.2017,0.2706,0.0415,0.0021,0.0011,0.0374,0.0283,0.0083,0.3302,18593.0,4831.0,17276.0,6197.0,7200.0,8999.0,0.684,10466.0,1612.0,1149.0
94,240,22.0,Statesboro,30460,35.27972027972028,33920.86713286713,GA,-1,3.3,2.3,18692,2.4,Georgia Southern University,public,Georgia Southern University,1,5,0.6829,17062.0,0.6282,0.2441,0.0553,0.0185,0.0048,0.001,0.0249,0.0165,0.0067,0.0809,22467.0,6356.0,17142.0,6087.0,6408.0,6880.0,0.9026,16548.0,2131.0,1174.0
95,241,23.02405498281787,Phoenix,85017,35.27972027972028,33920.86713286713,AZ,-1,3.5465020576131687,2.8343347639484984,17050,2.806829268292683,Grand Canyon University,proprietary,Grand Canyon University,1,6,0.6692,48666.0,0.4825,0.1669,0.1959,0.0305,0.0106,0.0062,0.0391,0.008,0.0605,0.6716,31051.0,17050.0,17050.0,10977.0,1997.0,6482.0,0.0709,20570.0,1775.0,1218.8087248322147
