,act_avg,city,zip,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,businessRepScore,tuition,engineeringRepScore,displayName,institutionalControl,institution_name,branches,region,admission_rate,ug_enrollment,percent_white,percent_black,percent_hispanic,percent_asian,percent_aian,percent_nhpi,percent_twoormore,percent_nra,percent_unknown,percent_parttime,avg_cost,instante_tuition,outstate_tuition,tuition_revenue_per,instructional_expenditure_per,avg_faculty_salary,ft_faculty_rate,avg_net_price,number_titleIV,sat_avg
289,17.0,El Paso,79968,35.27972027972028,33920.86713286713,TX,-1,3.2,2.3,21396,2.1,University of Texas--El Paso,public,The University of Texas at El Paso,1,6,1.0,21216.0,0.0582,0.0245,0.8371,0.0073,0.0007,0.0013,0.0088,0.0581,0.0041,0.3395,16033.0,7851.0,21596.0,5847.0,7663.0,8902.0,0.6981,8135.0,2118.0,1011.0
290,18.0,Edinburg,78539,35.27972027972028,33920.86713286713,TX,-1,3.5465020576131687,2.8343347639484984,17230,2.1,University of Texas--Rio Grande Valley,public,The University of Texas Rio Grande Valley,1,6,0.8048,24142.0,0.0249,0.0046,0.9179,0.0121,0.0002,0.0005,0.0031,0.0245,0.0123,0.228,13401.0,7587.0,17547.0,4447.0,7266.0,7573.0,0.8718,3901.0,2820.0,1020.0
291,20.0,San Antonio,78249,35.27972027972028,33920.86713286713,TX,-1,3.5465020576131687,2.4,23379,2.1,University of Texas--San Antonio,public,The University of Texas at San Antonio,1,6,0.7946,25709.0,0.2337,0.0917,0.553,0.0561,0.0018,0.002,0.0342,0.0204,0.0071,0.1729,19906.0,7969.0,19168.0,7672.0,7043.0,9261.0,0.7177,12745.0,2906.0,1122.0
292,19.0,Williamsburg,40769,35.27972027972028,33920.86713286713,KY,-1,3.5,2.8343347639484984,23000,2.806829268292683,University of the Cumberlands,private,University of the Cumberlands,1,5,0.7436,2085.0,0.5204,0.0297,0.0144,0.0043,0.0029,0.0005,0.0101,0.0336,0.3842,0.1338,37529.0,23000.0,23000.0,8018.0,3339.0,5136.0,0.4649,19509.0,349.0,1092.0
293,20.0,Toledo,43606,35.27972027972028,33920.86713286713,OH,-1,3.4,2.3,18578,2.1,University of Toledo,public,University of Toledo,1,3,0.9435,15109.0,0.6839,0.1117,0.0516,0.0216,0.0015,0.0006,0.033,0.0635,0.0328,0.1448,23471.0,9547.0,18885.0,10646.0,13027.0,8707.0,0.7079,15095.0,1971.0,1142.0
294,21.0,Pensacola,32514,35.27972027972028,33920.86713286713,FL,-1,3.6,2.8343347639484984,18628,2.1,University of West Florida,public,The University of West Florida,1,5,0.4958,9602.0,0.6527,0.1248,0.0933,0.0317,0.0062,0.0027,0.0532,0.0179,0.0175,0.2935,16910.0,6360.0,19241.0,5928.0,6318.0,8083.0,1.0,10729.0,667.0,1185.0
295,18.0,Carrollton,30118,35.27972027972028,33920.86713286713,GA,-1,3.2,2.0,20406,2.806829268292683,University of West Georgia,public,University of West Georgia,1,5,0.5862,10468.0,0.4664,0.4003,0.0628,0.01,0.0011,0.0012,0.0357,0.009,0.0135,0.1594,21257.0,6226.0,17010.0,5755.0,7083.0,6452.0,0.8041,15056.0,1799.0,1016.0
296,20.0,Milwaukee,53201,35.27972027972028,33920.86713286713,WI,-1,3.1,2.8,19851,2.4,University of Wisconsin--Milwaukee,public,University of Wisconsin-Milwaukee,1,3,0.7248,19436.0,0.6595,0.0765,0.1108,0.0677,0.0039,0.0009,0.0427,0.0359,0.0022,0.1338,21701.0,9565.0,20844.0,8765.0,8925.0,8426.0,0.6545,16650.0,1951.0,1125.0
297,19.0,Valdosta,31698,35.27972027972028,33920.86713286713,GA,-1,3.2,2.1,17196,2.806829268292683,Valdosta State University,public,Valdosta State University,1,5,0.7417,8557.0,0.4731,0.3853,0.0644,0.0117,0.0023,0.0006,0.0375,0.0212,0.004,0.1665,20988.0,6410.0,17196.0,6216.0,6718.0,6624.0,0.7658,14656.0,941.0,1059.0
298,21.0,Wichita,67260,35.27972027972028,33920.86713286713,KS,-1,3.4,2.3,17270,2.2,Wichita State University,public,Wichita State University,1,4,0.938,10970.0,0.6,0.0608,0.1224,0.0723,0.0065,0.0012,0.0481,0.0662,0.0225,0.2095,18924.0,8432.0,17390.0,8568.0,7543.0,7651.0,0.968,14113.0,777.0,1159.0
299,18.0,Dayton,45435,35.27972027972028,33920.86713286713,OH,-1,3.3,2.3,17350,2.2,Wright State University,public,Wright State University-Main Campus,2,3,0.9677,11251.0,0.7453,0.1106,0.0356,0.0261,0.0014,0.001,0.043,0.0319,0.0051,0.1715,21261.0,8730.0,17098.0,9612.0,10860.0,9173.0,0.994,16249.0,1586.0,1107.0
